"故障编号","故障描述_中文","故障描述_英文","故障等级","偏航等级","延时时间","更改说明及日期","故障代码"
"6202","31202_SC_变频器2变流器内部故障","31202_SC_Converter2ConverterInternalFault","7","0.0","0.0","","31202"
"6203","31203_SC_变频器2机舱机侧开关故障","31203_SC_Converter2ExternalMotorBreakerFault","7","0.0","0.0","","31203"
"6204","31204_SC_变频器2充电故障","31204_SC_Converter2ChargeFault","7","0.0","0.0","","31204"
"6205","31205_SC_变频器2直流母线过压","31205_SC_Converter2UdcOverVoltage","7","0.0","0.0","","31205"
"6206","31206_SC_变频器2直流母线欠压","31206_SC_Converter2UdcUnderVoltage","7","0.0","0.0","","31206"
"6207","31207_SC_变频器2直流母线严重过压","31207_SC_Converter2UdcSeriousOverVoltage","7","0.0","0.0","","31207"
"6208","31208_SC_变频器2缓停机时间过长","31208_SC_Converter2SlowlyStopOverTime","7","0.0","0.0","","31208"
"6209","31209_SC_变频器2FRT状态机超时","31209_SC_Converter2FRTStateMachineOverTime","7","0.0","0.0","","31209"
"6210","31210_SC_变频器2故障穿越超出曲线","31210_SC_Converter2FRTOverCurve","7","0.0","0.0","","31210"
"6211","31211_SC_变频器2变流器带电导致逻辑测试失败","31211_SC_Converter2LogicTestFailedGridPowerOn","7","0.0","0.0","","31211"
"6212","31212_SC_变频器2变流器内部报警","31212_SC_Converter2ConverterInternalAlarm","7","0.0","0.0","","31212"
"6213","31213_SC_变频器2网侧滤波电容缺相报警","31213_SC_Converter2GridCapacitorLossPhaseAlarm","7","0.0","0.0","","31213"
"6214","31214_SC_变频器2chopper电路开通时间过长","31214_SC_Converter2ChopperWorkOverTime","7","0.0","0.0","","31214"
"6215","31215_SC_变频器2UPS市电异常","31215_SC_Converter2UnexpectedUPSPowerInput","7","0.0","0.0","","31215"
"6216","31216_SC_变频器2水风换热风扇异常","31216_SC_Converter2CoolingFanAlarm","7","0.0","0.0","","31216"
"6217","31217_SC_变频器2网侧防雷器异常","31217_SC_Converter2GSIArresterAlarm","7","0.0","0.0","","31217"
"6218","31218_SC_变频器2机侧防雷器异常","31218_SC_Converter2SSIArresterAlarm","7","0.0","0.0","","31218"
"6219","31219_SC_变频器2400V防雷器异常","31219_SC_Converter2400VArresterAlarm","7","0.0","0.0","","31219"
"6220","31220_SC_变频器2功率柜过温报警","31220_SC_Converter2PowerCabinetOverTemperatureAlarm","7","0.0","0.0","","31220"
"6221","31221_SC_变频器2功率柜低温报警","31221_SC_Converter2PowerCabinetUnderTemperatureAlarm","7","0.0","0.0","","31221"
"6222","31222_SC_变频器2控制柜过温报警","31222_SC_Converter2ControlCabinetOverTemperatureAlarm","7","0.0","0.0","","31222"
"6223","31223_SC_变频器2控制柜低温报警","31223_SC_Converter2ControlCabinetUnderTemperatureAlarm","7","0.0","0.0","","31223"
"6224","31224_SC_变频器2滤波电容过温报警","31224_SC_Converter2GridCapacitorOverTemperatureAlarm","7","0.0","0.0","","31224"
"6225","31225_SC_变频器2主水管水温过温报警","31225_SC_Converter2MainWaterPipeOverTemperatureAlarm","7","0.0","0.0","","31225"
"6226","31226_SC_变频器2主水管水温低温报警","31226_SC_Converter2MainWaterPipeUnderTemperatureAlarm","7","0.0","0.0","","31226"
"6227","31227_SC_变频器2变流器湿度大报警","31227_SC_Converter2OverHumidityAlarm","7","0.0","0.0","","31227"
"6228","31228_SC_变频器2主水管压力高报警","31228_SC_Converter2MainWaterPipeOverPressureAlarm","7","0.0","0.0","","31228"
"6229","31229_SC_变频器2网侧功率模组A相高温报警","31229_SC_Converter2GSIPhaseAPowerModuleOverTemperatureAlarm","7","0.0","0.0","","31229"
"6230","31230_SC_变频器2网侧功率模组B相高温报警","31230_SC_Converter2GSIPhaseBPowerModuleOverTemperatureAlarm","7","0.0","0.0","","31230"
"6231","31231_SC_变频器2网侧功率模组C相高温报警","31231_SC_Converter2GSIPhaseCPowerModuleOverTemperatureAlarm","7","0.0","0.0","","31231"
"6232","31232_SC_变频器2网侧功率模组A相低温报警","31232_SC_Converter2GSIPhaseAPowerModuleUnderTemperatureAlarm","7","0.0","0.0","","31232"
"6233","31233_SC_变频器2网侧功率模组B相低温报警","31233_SC_Converter2GSIPhaseBPowerModuleUnderTemperatureAlarm","7","0.0","0.0","","31233"
"6234","31234_SC_变频器2网侧功率模组C相低温报警","31234_SC_Converter2GSIPhaseCPowerModuleUnderTemperatureAlarm","7","0.0","0.0","","31234"
"6235","31235_SC_变频器2机侧功率模组A相高温报警","31235_SC_Converter2SSIPhaseAPowerModuleOverTemperatureAlarm","7","0.0","0.0","","31235"
"6236","31236_SC_变频器2机侧功率模组B相高温报警","31236_SC_Converter2SSIPhaseBPowerModuleOverTemperatureAlarm","7","0.0","0.0","","31236"
"6237","31237_SC_变频器2机侧功率模组C相高温报警","31237_SC_Converter2SSIPhaseCPowerModuleOverTemperatureAlarm","7","0.0","0.0","","31237"
"6238","31238_SC_变频器2机侧功率模组A相低温报警","31238_SC_Converter2SSIPhaseAPowerModuleUnderTemperatureAlarm","7","0.0","0.0","","31238"
"6239","31239_SC_变频器2机侧功率模组B相低温报警","31239_SC_Converter2SSIPhaseBPowerModuleUnderTemperatureAlarm","7","0.0","0.0","","31239"
"6240","31240_SC_变频器2机侧功率模组C相低温报警","31240_SC_Converter2SSIPhaseCPowerModuleUnderTemperatureAlarm","7","0.0","0.0","","31240"
"6241","31241_SC_变流器1网侧断路器过流","31241_SC_ConverterGridOverCurrent1","7","0.0","0.0","","31241"
"6242","31242_SC_变流器2网侧断路器过流","31242_SC_ConverterGridOverCurrent2","7","0.0","0.0","","31242"
"7001","32001_SC_变压器超温跳闸模拟量(博阳测控)","32001_SC_TransformerOverTemperatureFaultFromBOYANG","5","0.0","0.0","","32001"
"7002","32002_SC_变压器背包泄漏报警（博阳测控）","32002_SC_BoxTransformerCoolantleakageFromBOYANG","3","0.0","0.0","","32002"
"7003","32003_SC_变压器三相温度差异大于30℃（博阳测控）","32003_SC_BoxTransformerPhaseTemperatureDifferenceFromBOYANG","5","0.0","0.0","","32003"
"7004","32004_SC_35KV断路器跳闸（博阳测控）","32004_SC_BoxTransformer35KVBreakerTripBOYANG","3","0.0","0.0","","32004"
"7005","32005_SC_箱变左侧低压柜跳闸（博阳测控）","32005_SC_BoxTransformeLeftlowcabinetTripBOYANG","3","0.0","0.0","","32005"
"7006","32006_SC_箱变右侧低压柜跳闸(博阳测控)","32006_SC_BoxTransformeRightlowcabinetTripBOYANG","3","0.0","0.0","","32006"
"7007","32007_SC_箱变高温报警（博阳测控）","32007_SC_BoxTransformerOverTemperatureAlarmFromBOYANG","0","0.0","0.0","","32007"
"7008","32008_SC_箱变SF6气体监测装置压力报警","32008_SC_BoxTransformerSF6CheckPressureAlarmFromBOYANG","0","0.0","0.0","","32008"
"7009","32009_SC_箱变左侧低压柜风扇故障（硬接线）","32009_SC_BoxTransformerLeftLowCabinetFanFault","0","0.0","0.0","","32009"
"7010","32010_SC_箱变右侧低压柜风扇故障（硬接线）","32010_SC_BoxTransformerRightLowCabinetFanFault","0","0.0","0.0","","32010"
"7011","32011_SC_箱变左侧低压柜雷电保护动作","32011_SC_BoxTransformerLeftLowCabinetLightningProtection","0","0.0","0.0","","32011"
"7012","32012_SC_箱变右侧低压柜雷电保护动作","32012_SC_BoxTransformerRightLowCabinetLightningProtection","0","0.0","0.0","","32012"
"7013","32013_SC_箱变风扇故障1(温度大于70小于90风扇都不运行)","32013_SC_BoxTransformerFanFault1","0","0.0","0.0","","32013"
"7014","32014_SC_箱变风扇故障2(温度大于90风扇仅运行一个)","32014_SC_BoxTransformerFanFault2","0","0.0","0.0","","32014"
"7015","32015_SC_箱变超温跳闸开关量（博阳测控）","32015_SC_BoxTransformerOverTemperatureTrip","5","0.0","0.0","","32015"
"6501","35001_SC_变频器1低穿激活","35001_SC_Converter1LVRTActive","0","0.0","0.0","","35001"
"6502","35002_SC_变频器1低穿超时","35002_SC_Converter1LVRTOverTime","7","0.0","0.0","","35002"
"6503","35003_SC_变频器1转矩与设定值偏差大","35003_SC_Converter1TorqueDiffMaxWithSetpoint","7","0.0","0.0","","35003"
"6504","35004_SC_变频器1故障","35004_SC_Converter1Fault","7","0.0","0.0","","35004"
"6505","35005_SC_变频器1通讯故障","35005_SC_Converter1CommunicationFault","7","0.0","0.0","","35005"
"6506","35006_SC_变频器1心跳超时","35006_SC_Converter1HeartBit","7","0.0","0.0","","35006"
"6507","35007_SC_变频器1启动超时","35007_SC_Converter1StartUpOverTime","7","0.0","0.0","","35007"
"6508","35008_SC_变流器1紧急停机","35008_SC_Converter1EPO","7","0.0","0.0","","35008"
"6509","35009_SC_变流器1内部IO板通信超时","35009_SC_Converter1GsuVceFault","7","0.0","0.0","","35009"
"6510","35010_SC_变流器1Chopper模块Vce过流","35010_SC_Converter1ChopperVceOverCurrent","7","0.0","0.0","","35010"
"6511","35011_SC_变流器1网侧DSP控制板控制电源欠压","35011_SC_Converter1GsuControlPowerDown","7","0.0","0.0","","35011"
"6512","35012_SC_变流器1网侧模块Vce过流","35012_SC_Converter1GsuModuleVceOverCurrent","7","0.0","0.0","","35012"
"6513","35013_SC_变流器1网侧U相过流(硬件)","35013_SC_Converter1GsuPhaseUOverCurrentHardware","7","0.0","0.0","","35013"
"6514","35014_SC_变流器1网侧V相过流(硬件)","35014_SC_Converter1GsuPhaseVOverCurrentHardware","7","0.0","0.0","","35014"
"6515","35015_SC_变流器1网侧W相过流(硬件)","35015_SC_Converter1GsuPhaseWOverCurrentHardware","7","0.0","0.0","","35015"
"6516","35016_SC_变流器1网侧模块过温(硬件)","35016_SC_Converter1GsuIGBTNTCOverTemp","7","0.0","0.0","","35016"
"6517","35017_SC_变流器1网侧直流母线过压(硬件)","35017_SC_Converter1GsuDCOverVoltHardware","7","0.0","0.0","","35017"
"6518","35018_SC_变流器1网侧A模块故障","35018_SC_Converter1GsuAModuleFault","7","0.0","0.0","","35018"
"6519","35019_SC_变流器1网侧B模块故障","35019_SC_Converter1GsuBModuleFault","7","0.0","0.0","","35019"
"6520","35020_SC_变流器1网侧C模块故障","35020_SC_Converter1GsuCModuleFault","7","0.0","0.0","","35020"
"6521","35021_SC_变流器1网侧D模块故障","35021_SC_Converter1GsuDModuleFault","7","0.0","0.0","","35021"
"6522","35022_SC_变流器1网侧模块24V电源故障","35022_SC_Converter1GsuModule24VDCFault","7","0.0","0.0","","35022"
"6523","35023_SC_变流器1网侧模块15V电源故障","35023_SC_Converter1GsuModule15VDCFault","7","0.0","0.0","","35023"
"6524","35024_SC_变流器1网侧模块SPP通信故障","35024_SC_Converter1GsuModuleSPPComFault","7","0.0","0.0","","35024"
"6525","35025_SC_变流器1网侧模块配置故障","35025_SC_Converter1GsuModuleConfigureFault","7","0.0","0.0","","35025"
"6526","35026_SC_变流器1网侧模块DSP软件版本不匹配","35026_SC_Converter1GsuModuleDSPVersionDismatch","7","0.0","0.0","","35026"
"6527","35027_SC_变流器1网侧模块FPGA软件版本不匹配","35027_SC_Converter1GsuModuleFPGAVersionDismatch","7","0.0","0.0","","35027"
"6528","35028_SC_变流器1网侧模块过温","35028_SC_Converter1GsuModuleOverTemp","7","0.0","0.0","","35028"
"6529","35029_SC_变流器1网侧模块温度传感器故障","35029_SC_Converter1GsuModuleNTCFault","7","0.0","0.0","","35029"
"6530","35030_SC_变流器1网侧模块不均流","35030_SC_Converter1GsuModuleAsymmetry","7","0.0","0.0","","35030"
"6531","35031_SC_变流器1网侧模块下行SPP故障","35031_SC_Converter1GsuModuleDownSPPFault","7","0.0","0.0","","35031"
"6532","35032_SC_变流器1电网Uuv瞬时过压","35032_SC_Converter1GridUVInsOverVoltage","7","0.0","0.0","","35032"
"6533","35033_SC_变流器1电网Uvw瞬时过压","35033_SC_Converter1GridVWInsOverVoltage","7","0.0","0.0","","35033"
"6534","35034_SC_变流器1电网Uwu瞬时过压","35034_SC_Converter1GridWUInsOverVoltage","7","0.0","0.0","","35034"
"6535","35035_SC_变流器1电网Uuv过压","35035_SC_Converter1GridUVRmsOverVoltage","7","0.0","0.0","","35035"
"6536","35036_SC_变流器1电网Uvw过压","35036_SC_Converter1GridVWRmsOverVoltage","7","0.0","0.0","","35036"
"6537","35037_SC_变流器1电网Uwu过压","35037_SC_Converter1GridWURmsOverVoltage","7","0.0","0.0","","35037"
"6538","35038_SC_变流器1电网Uuv欠压","35038_SC_Converter1GridUVRmsUnderVoltage","7","0.0","0.0","","35038"
"6539","35039_SC_变流器1电网Uvw欠压","35039_SC_Converter1GridVWRmsUnderVoltage","7","0.0","0.0","","35039"
"6540","35040_SC_变流器1电网Uwu欠压","35040_SC_Converter1GridWURmsUnderVoltage","7","0.0","0.0","","35040"
"6541","35041_SC_变流器1网侧电压不平衡","35041_SC_Converter1GridVoltageUnbalance","7","0.0","0.0","","35041"
"6542","35042_SC_变流器1网侧U相过载","35042_SC_Converter1GridUOverLoad","7","0.0","0.0","","35042"
"6543","35043_SC_变流器1网侧V相过载","35043_SC_Converter1GridVOverLoad","7","0.0","0.0","","35043"
"6544","35044_SC_变流器1网侧W相过载","35044_SC_Converter1GridWOverLoad","7","0.0","0.0","","35044"
"6545","35045_SC_变流器1网侧U相过流","35045_SC_Converter1GridUOverCurrent","7","0.0","0.0","","35045"
"6546","35046_SC_变流器1网侧V相过流","35046_SC_Converter1GridVOverCurrent","7","0.0","0.0","","35046"
"6547","35047_SC_变流器1网侧W相过流","35047_SC_Converter1GridWOverCurrent","7","0.0","0.0","","35047"
"6548","35048_SC_变流器1网侧电流不平衡","35048_SC_Converter1GridCurrentUnbalance","7","0.0","0.0","","35048"
"6549","35049_SC_变流器1网侧接地","35049_SC_Converter1GridGroundingFault","7","0.0","0.0","","35049"
"6550","35050_SC_变流器1网侧断相","35050_SC_Converter1GirdLostPhase","7","0.0","0.0","","35050"
"6551","35051_SC_变流器1网侧同步失败","35051_SC_Converter1GirdSynFailure","7","0.0","0.0","","35051"
"6552","35052_SC_变流器1充电超时","35052_SC_Converter1ChargingOverTime","7","0.0","0.0","","35052"
"6553","35053_SC_变流器1电网相序错误","35053_SC_Converter1GridPhaseSequenceFault","7","0.0","0.0","","35053"
"6554","35054_SC_变流器1跌落幅度超限","35054_SC_Converter1GridDropOverLimit","7","0.0","0.0","","35054"
"6555","35055_SC_变流器1电网过频","35055_SC_Converter1GridOverFrequency","7","0.0","0.0","","35055"
"6556","35056_SC_变流器1电网欠频","35056_SC_Converter1GridUnderFrequency","7","0.0","0.0","","35056"
"6557","35057_SC_变流器1电网掉电","35057_SC_Converter1GridFailure","7","0.0","0.0","","35057"
"6558","35058_SC_变流器1网侧开关合闸准备未就绪","35058_SC_Converter1GsuBreakerNotReadyToClose","7","0.0","0.0","","35058"
"6559","35059_SC_变流器1网侧开关无法闭合","35059_SC_Converter1GsuBreakerCanNotClose","7","0.0","0.0","","35059"
"6560","35060_SC_变流器1网侧开关无法断开","35060_SC_Converter1GsuBreakerCanNotOpen","7","0.0","0.0","","35060"
"6561","35061_SC_变流器1网侧开关自动跳闸","35061_SC_Converter1GsuBreakerTrip","7","0.0","0.0","","35061"
"6562","35062_SC_变流器1网侧开关动作次数超限","35062_SC_Converter1GsuBreakerActionCountOverLimit","7","0.0","0.0","","35062"
"6563","35063_SC_变流器1UPS故障","35063_SC_Converter1UPSFault","7","0.0","0.0","","35063"
"6564","35064_SC_变流器1UPS电池供电","35064_SC_Converter1UPSBatteryPowerSypply","7","0.0","0.0","","35064"
"6565","35065_SC_变流器1UPS电池故障","35065_SC_Converter1UPSBatteryFault","7","0.0","0.0","","35065"
"6566","35066_SC_变流器1UPS旁路供电","35066_SC_Converter1UPSBypassPowerSypply","7","0.0","0.0","","35066"
"6567","35067_SC_变流器1软起接触器故障","35067_SC_Converter1SoftStartContactorFault","7","0.0","0.0","","35067"
"6568","35068_SC_变流器1控制柜加热回路接触器故障","35068_SC_Converter1ControlCabinetHeaterContactorFault","7","0.0","0.0","","35068"
"6569","35069_SC_变流器1交流熔丝故障","35069_SC_Converter1ACFuseFault","7","0.0","0.0","","35069"
"6570","35070_SC_变流器1网侧防雷器熔丝故障","35070_SC_Converter1GsuSPDFuseFault","7","0.0","0.0","","35070"
"6571","35071_SC_变流器1客户配电防雷器熔丝故障","35071_SC_Converter1Customer380VSPDFuseFault","7","0.0","0.0","","35071"
"6572","35072_SC_变流器1P61板风机故障","35072_SC_Converter1P61BoardFanFault","7","0.0","0.0","","35072"
"6573","35073_SC_变流器1P62板风机故障","35073_SC_Converter1P62BoardFanFault","7","0.0","0.0","","35073"
"6574","35074_SC_变流器1P63板风机故障","35074_SC_Converter1P63BoardFanFault","7","0.0","0.0","","35074"
"6575","35075_SC_变流器1P64板风机故障","35075_SC_Converter1P64BoardFanFault","7","0.0","0.0","","35075"
"6576","35076_SC_变流器1水冷外循环严重故障","35076_SC_Converter1WaterCoolerSeriousFault","7","0.0","0.0","","35076"
"6577","35077_SC_变流器1变流器入水口压力过低","35077_SC_Converter1InletLiquidPressureTooLow","7","0.0","0.0","","35077"
"6578","35078_SC_变流器1变流器入水口压力过高","35078_SC_Converter1InletLiquidPressureTooHigh","7","0.0","0.0","","35078"
"6579","35079_SC_变流器1变流器入水口温度传感器断线","35079_SC_Converter1InletLiquidTemperatureSensorDisconnect","7","0.0","0.0","","35079"
"6580","35080_SC_变流器1变流器入水口压力传感器断线","35080_SC_Converter1InletLiquidPressureSensorDisconnect","7","0.0","0.0","","35080"
"6581","35081_SC_变流器1变流器入水口温度过高","35081_SC_Converter1InletLiquidTemperatureTooHigh","7","0.0","0.0","","35081"
"6582","35082_SC_变流器1网侧PFC电抗器过温","35082_SC_Converter1GsuPFCInductorOverTemprature","7","0.0","0.0","","35082"
"6583","35083_SC_变流器1湿度传感器故障","35083_SC_Converter1HumiditySensorFault","7","0.0","0.0","","35083"
"6584","35084_SC_变流器1控制柜温度过高","35084_SC_Converter1ControlCabinetOverTemperature","7","0.0","0.0","","35084"
"6585","35085_SC_变流器1控制柜温度过低","35085_SC_Converter1ControlCabinetUnderTempetature","7","0.0","0.0","","35085"
"6586","35086_SC_变流器1控制柜湿度过大","35086_SC_Converter1ControlCabinetOverHumidity","7","0.0","0.0","","35086"
"6587","35087_SC_变流器1功率柜温度过高","35087_SC_Converter1PowerCabinetOverTemparature","7","0.0","0.0","","35087"
"6588","35088_SC_变流器1功率柜湿度过大","35088_SC_Converter1PowerCabinetOverHumidity","7","0.0","0.0","","35088"
"6589","35089_SC_变流器1CP电阻过载","35089_SC_Converter1CPResistorOverLoad","7","0.0","0.0","","35089"
